county,state,total_pop,white,black,asian,latino,other,pct_white,pct_black,pct_asian,pct_latino,pct_other
"Santa Cruz County, California",ca,269278,157042,2535,11857,88602,9242,0.583196548,0.009414063,0.044032561,0.329035421,0.034321408
"Shasta County, California",ca,178942,145248,1788,4735,16384,10787,0.811704351,0.009992064,0.026461088,0.091560394,0.060282103
"Sierra County, California",ca,3021,2658,3,1,268,91,0.879841112,0.000993049,0.000331016,0.088712347,0.030122476
"Siskiyou County, California",ca,43895,34244,621,692,5044,3294,0.780134412,0.014147397,0.015764893,0.114910582,0.075042716
"Solano County, California",ca,425753,169259,59212,64120,107592,25570,0.397552102,0.139075943,0.150603754,0.252709905,0.060058297
"Sonoma County, California",ca,495078,320545,7731,19261,127774,19767,0.647463632,0.015615721,0.038904981,0.258088624,0.039927042
"Stanislaus County, California",ca,527367,235880,14335,28560,230087,18505,0.44727865,0.027182209,0.054155835,0.43629389,0.035089416
"Sutter County, California",ca,95247,46108,2049,14044,28261,4785,0.484088738,0.021512489,0.147448214,0.296712757,0.050237803
"Tehama County, California",ca,63152,44291,321,809,14813,2918,0.701339625,0.005082974,0.012810362,0.234561059,0.046205979
"Trinity County, California",ca,13373,11096,151,201,955,970,0.829731549,0.011291408,0.015030285,0.071412548,0.072534211
"Tulare County, California",ca,454033,139581,7846,15427,283533,7646,0.307424791,0.017280682,0.033977706,0.624476635,0.016840186
"Tuolumne County, California",ca,54079,43995,991,745,6139,2209,0.813532055,0.018325043,0.013776142,0.113519111,0.040847649
"Ventura County, California",ca,840833,395199,15063,59508,349799,21264,0.470008908,0.017914378,0.070772674,0.416014833,0.025289207
"Yolo County, California",ca,207320,100100,5409,28324,64526,8961,0.482828478,0.026090102,0.136619718,0.311238665,0.043223037
"Yuba County, California",ca,73437,41676,2456,5277,19611,4417,0.567506843,0.033443632,0.071857511,0.267045222,0.060146792
"Adams County, Colorado",co,471206,245330,15264,17932,182114,10566,0.520642776,0.032393475,0.038055543,0.386484892,0.022423314
"Alamosa County, Colorado",co,16269,8020,303,289,7427,230,0.492962075,0.018624378,0.017763845,0.456512386,0.014137316
"Arapahoe County, Colorado",co,608310,378452,62294,32686,113506,21372,0.622136739,0.102405024,0.053732472,0.186592362,0.035133402
"Archuleta County, Colorado",co,12174,9402,110,91,2251,320,0.772301626,0.00903565,0.007474947,0.184902251,0.026285527
"Baca County, Colorado",co,3701,3203,44,3,362,89,0.865441772,0.011888679,0.000810592,0.097811402,0.024047555
"Bent County, Colorado",co,5895,3292,545,44,1844,170,0.558439355,0.09245123,0.007463953,0.312807464,0.028837998
"Boulder County, Colorado",co,310032,243252,2803,13374,42487,8116,0.78460288,0.009041002,0.043137483,0.137040693,0.026177943
"Broomfield County, Colorado",co,60699,47441,608,3644,7225,1781,0.78157795,0.010016639,0.060033938,0.119029968,0.029341505
"Chaffee County, Colorado",co,18309,15637,367,51,1858,396,0.854060844,0.020044787,0.002785515,0.101480146,0.021628707
"Cheyenne County, Colorado",co,2002,1691,6,31,258,16,0.844655345,0.002997003,0.015484515,0.128871129,0.007992008
"Clear Creek County, Colorado",co,9136,8284,120,58,507,167,0.906742557,0.013134851,0.006348511,0.055494746,0.018279335
"Conejos County, Colorado",co,8249,3570,8,14,4484,173,0.432779731,0.000969815,0.001697175,0.54358104,0.020972239
"Costilla County, Colorado",co,3581,1148,0,28,2306,99,0.320580843,0,0.007819045,0.643954203,0.027645909
"Crowley County, Colorado",co,5551,3394,292,21,1674,170,0.611421366,0.052603135,0.003783102,0.301567285,0.030625113
"Custer County, Colorado",co,4303,3940,135,0,116,112,0.915640251,0.03137346,0,0.026957936,0.026028352
"Delta County, Colorado",co,30214,24796,290,208,4448,472,0.820679155,0.0095982,0.006884226,0.147216522,0.015621897
"Denver County, Colorado",co,649654,344954,63058,23100,201019,17523,0.530981107,0.097063976,0.035557389,0.309424709,0.026972819
"Dolores County, Colorado",co,1862,1688,0,0,110,64,0.906552095,0,0,0.059076262,0.034371643
"Douglas County, Colorado",co,306974,257929,3316,12471,25007,8251,0.840230769,0.010802218,0.04062559,0.081462925,0.026878498
"Eagle County, Colorado",co,52576,35237,347,551,15767,674,0.670210743,0.00659997,0.010480067,0.299889684,0.012819537
"Elbert County, Colorado",co,23855,21455,126,200,1468,606,0.899392161,0.005281912,0.008383987,0.061538462,0.025403479
"El Paso County, Colorado",co,655024,462443,39558,17938,104686,30399,0.705993979,0.06039168,0.027385256,0.159820098,0.046408987
"Fremont County, Colorado",co,46809,36525,2451,321,6080,1432,0.780298661,0.052361725,0.006857656,0.129889551,0.030592407
"Garfield County, Colorado",co,57076,39222,498,421,16044,891,0.687189011,0.008725208,0.00737613,0.281098886,0.015610765
"Gilpin County, Colorado",co,5605,4945,29,8,493,130,0.882247993,0.005173952,0.001427297,0.087957181,0.023193577
"Grand County, Colorado",co,14411,12679,203,273,889,367,0.879814031,0.014086462,0.018943862,0.061688988,0.025466657
"Gunnison County, Colorado",co,15651,13756,112,98,1404,281,0.878921475,0.007156092,0.006261581,0.089706728,0.017954124
"Hinsdale County, Colorado",co,874,849,0,0,11,14,0.971395881,0,0,0.012585812,0.016018307
"Huerfano County, Colorado",co,6502,4172,44,12,2252,22,0.641648723,0.006767149,0.001845586,0.346354968,0.003383574
"Jackson County, Colorado",co,1335,1118,1,0,206,10,0.837453184,0.000749064,0,0.154307116,0.007490637
"Jefferson County, Colorado",co,552344,435423,6015,14232,83142,13532,0.788318512,0.010889953,0.025766551,0.150525759,0.024499225
"Kiowa County, Colorado",co,1463,1273,12,1,105,72,0.87012987,0.008202324,0.000683527,0.071770335,0.049213944
"Kit Carson County, Colorado",co,7980,6055,334,25,1510,56,0.75877193,0.041854637,0.003132832,0.189223058,0.007017544
"Lake County, Colorado",co,7362,4388,5,48,2774,147,0.596033686,0.000679163,0.006519967,0.376799783,0.0199674
"La Plata County, Colorado",co,53182,42314,202,381,6625,3660,0.795645143,0.003798278,0.007164078,0.124572224,0.068820278
"Larimer County, Colorado",co,318227,265802,2859,6338,34843,8385,0.835259107,0.008984153,0.0199166,0.109491024,0.026349116
"Las Animas County, Colorado",co,14503,7657,266,99,6146,335,0.527959732,0.018341033,0.006826174,0.423774392,0.023098669
"Lincoln County, Colorado",co,5478,3783,611,5,931,148,0.690580504,0.111537057,0.000912742,0.169952537,0.02701716
"Logan County, Colorado",co,21928,17215,317,467,3375,554,0.785069318,0.014456403,0.021296972,0.153912806,0.025264502
"Mesa County, Colorado",co,147834,121445,1104,902,20521,3862,0.821495732,0.007467836,0.006101438,0.138811099,0.026123896
"Mineral County, Colorado",co,733,644,6,0,79,4,0.878581173,0.008185539,0,0.107776262,0.005457026
"Moffat County, Colorado",co,13117,10777,64,112,1873,291,0.82160555,0.004879164,0.008538538,0.142791797,0.022184951
"Montezuma County, Colorado",co,25700,18901,95,64,3122,3518,0.735447471,0.003696498,0.002490272,0.121478599,0.13688716
"Montrose County, Colorado",co,40815,31190,264,179,8243,939,0.764179836,0.00646821,0.004385643,0.201960064,0.023006248
"Morgan County, Colorado",co,28359,17170,740,117,9913,419,0.605451532,0.026094009,0.004125674,0.349553933,0.014774851
"Otero County, Colorado",co,18572,10237,62,175,7647,451,0.551206117,0.003338359,0.009422787,0.411748869,0.024283868
"Ouray County, Colorado",co,4580,4256,0,38,220,66,0.929257642,0,0.008296943,0.048034934,0.01441048
"Park County, Colorado",co,16189,14635,0,156,916,482,0.904008895,0,0.009636173,0.05658163,0.029773303
"Phillips County, Colorado",co,4371,3430,7,36,792,106,0.784717456,0.001601464,0.008236102,0.181194235,0.024250744
"Pitkin County, Colorado",co,17420,15034,266,251,1684,185,0.863030999,0.015269805,0.014408726,0.096670494,0.010619977
"Prowers County, Colorado",co,12235,7531,81,54,4398,171,0.615529219,0.006620351,0.004413568,0.359460564,0.013976298
"Pueblo County, Colorado",co,161519,85629,3616,1234,68312,2728,0.530148156,0.022387459,0.007639968,0.422934763,0.016889654
"Rio Blanco County, Colorado",co,6712,5676,31,0,713,292,0.845649583,0.004618594,0,0.106227652,0.043504172
"Rio Grande County, Colorado",co,11745,6233,95,44,5187,186,0.530693912,0.008088548,0.003746275,0.441634738,0.015836526
"Routt County, Colorado",co,23606,21283,99,245,1612,367,0.901592815,0.004193849,0.010378717,0.068287723,0.015546895
"Saguache County, Colorado",co,6238,3551,23,70,2427,167,0.569252966,0.003687079,0.011221545,0.389067009,0.026771401
"San Juan County, Colorado",co,606,465,0,0,117,24,0.767326733,0,0,0.193069307,0.03960396
"San Miguel County, Colorado",co,7676,6705,18,103,729,121,0.873501824,0.002344971,0.013418447,0.094971339,0.015763418
"Sedgwick County, Colorado",co,2365,1895,29,29,321,91,0.801268499,0.012262156,0.012262156,0.135729387,0.038477801
"Summit County, Colorado",co,28940,23454,334,270,4266,616,0.810435384,0.01154112,0.009329648,0.147408431,0.021285418
"Teller County, Colorado",co,23340,20905,251,242,1414,528,0.895672665,0.01075407,0.010368466,0.060582691,0.022622108
"Washington County, Colorado",co,4795,4233,28,22,445,67,0.882794578,0.005839416,0.004588113,0.092805005,0.013972888
"Weld County, Colorado",co,270948,181384,2899,3650,77680,5335,0.669442107,0.01069947,0.01347122,0.286697078,0.019690125
"Yuma County, Colorado",co,10185,7827,122,11,2201,24,0.768483063,0.0119784,0.00108002,0.216102111,0.002356406
"Fairfield County, Connecticut",ct,939983,602311,105683,47398,171720,12871,0.640767971,0.112430757,0.050424316,0.182684155,0.013692801
"Hartford County, Connecticut",ct,896943,573000,120172,42973,148744,12054,0.638836582,0.133979528,0.047910514,0.165834395,0.013438981
"Litchfield County, Connecticut",ct,186304,167998,2827,3370,9649,2460,0.90174124,0.015174124,0.018088715,0.051791695,0.013204225
"Middlesex County, Connecticut",ct,165165,140206,8383,4558,9183,2835,0.848884449,0.050755305,0.027596646,0.055598947,0.017164654
"New Haven County, Connecticut",ct,862224,563977,110719,33587,141282,12659,0.654095687,0.128410947,0.038953915,0.163857652,0.0146818
"New London County, Connecticut",ct,273185,209685,15345,11358,26167,10630,0.767556784,0.056170727,0.041576221,0.095784908,0.03891136
"Tolland County, Connecticut",ct,151948,131114,4752,5981,7387,2714,0.862887304,0.031273857,0.03936215,0.048615316,0.017861374
"Windham County, Connecticut",ct,117470,98828,2620,1445,12376,2201,0.841304163,0.022303567,0.012301013,0.105354559,0.018736699
"Kent County, Delaware",de,169509,107946,41211,3545,11096,5711,0.636815744,0.243119834,0.020913344,0.065459651,0.033691426
"New Castle County, Delaware",de,549643,328838,133019,27725,50568,9493,0.598275608,0.242009814,0.050441832,0.092001536,0.017271211
"Sussex County, Delaware",de,207302,155138,26251,2373,19042,4498,0.748367117,0.126631677,0.011447068,0.091856326,0.021697813
"District of Columbia, District of Columbia",dc,647484,230489,316447,23822,65803,10923,0.355976364,0.488733312,0.036791643,0.101628766,0.016869915
"Alachua County, Florida",fl,254218,159436,50580,14380,22548,7274,0.627162514,0.198963095,0.056565625,0.088695529,0.028613237
"Baker County, Florida",fl,27135,22259,3938,162,638,138,0.820305878,0.145126221,0.005970149,0.023512069,0.005085683
"Bay County, Florida",fl,175353,136667,18881,3566,9629,6610,0.779382161,0.107674234,0.020336122,0.054912092,0.037695392
"Bradford County, Florida",fl,27223,20263,5457,110,1030,363,0.744333835,0.200455497,0.004040701,0.037835654,0.013334313
"Brevard County, Florida",fl,553591,421151,56914,12776,50179,12571,0.760762007,0.102808752,0.02307841,0.090642731,0.0227081
"Broward County, Florida",fl,1843152,744254,513087,64492,496991,24328,0.403794153,0.278374762,0.034990061,0.269641896,0.013199128
"Calhoun County, Florida",fl,14615,11259,1963,94,815,484,0.770372905,0.134314061,0.006431748,0.055764625,0.033116661
"Charlotte County, Florida",fl,165783,140576,9294,2126,10807,2980,0.847951841,0.056061237,0.012823993,0.065187625,0.017975305
"Citrus County, Florida",fl,139654,124112,4179,2226,7068,2069,0.888710671,0.029923955,0.015939393,0.050610795,0.014815186
"Clay County, Florida",fl,197417,148325,19275,6251,17464,6102,0.751328406,0.097635969,0.03166394,0.088462493,0.030909192
"Collier County, Florida",fl,341091,220021,23297,4260,90374,3139,0.645050734,0.068301421,0.012489336,0.264955686,0.009202823
"Columbia County, Florida",fl,67806,49743,12153,543,3649,1718,0.733607645,0.179231926,0.008008141,0.053815297,0.025336991
"DeSoto County, Florida",fl,34957,19292,4624,106,10672,263,0.551878022,0.132276797,0.003032297,0.305289355,0.007523529
"Dixie County, Florida",fl,16091,13735,1416,120,591,229,0.853582748,0.087999503,0.007457585,0.036728606,0.014231558
"Duval County, Florida",fl,890673,491717,261833,38800,74775,23548,0.552073544,0.293972086,0.043562564,0.08395337,0.026438435
"Escambia County, Florida",fl,306327,200923,66179,8864,16170,14191,0.655910187,0.216040375,0.028936398,0.052786728,0.046326311
"Flagler County, Florida",fl,100783,75681,11300,2385,9671,1746,0.750930216,0.112122084,0.023664705,0.095958644,0.01732435
"Franklin County, Florida",fl,11628,9142,1692,88,577,129,0.78620571,0.145510836,0.007567939,0.049621603,0.011093911
"Gadsden County, Florida",fl,46424,15596,25437,223,4663,505,0.335946924,0.547927796,0.00480355,0.100443736,0.010877994
"Gilchrist County, Florida",fl,16992,14848,1037,81,864,162,0.873822976,0.061028719,0.004766949,0.050847458,0.009533898
"Glades County, Florida",fl,13272,8084,1729,56,2817,586,0.609101869,0.130274262,0.004219409,0.212251356,0.044153104
"Gulf County, Florida",fl,15785,11642,2837,264,761,281,0.737535635,0.179727589,0.016724739,0.048210326,0.01780171
"Hamilton County, Florida",fl,14395,7908,4908,50,1322,207,0.549357416,0.340951719,0.003473428,0.091837444,0.014379993
"Hardee County, Florida",fl,27468,13014,2188,50,11801,415,0.47378768,0.079656327,0.0018203,0.429627203,0.01510849
"Hendry County, Florida",fl,38363,13066,4604,376,19382,935,0.340588588,0.120011469,0.00980111,0.50522639,0.024372442
"Hernando County, Florida",fl,174809,140686,9405,1902,19813,3003,0.80479838,0.053801578,0.010880447,0.113340846,0.017178749
"Highlands County, Florida",fl,98328,68044,9400,1479,17963,1442,0.692010414,0.095598405,0.015041494,0.182684485,0.014665202
"Hillsborough County, Florida",fl,1302884,674967,216735,48093,339540,23549,0.518056097,0.166350189,0.036912726,0.26060647,0.018074518
"Holmes County, Florida",fl,19635,17145,1372,73,530,515,0.873185638,0.069875223,0.003717851,0.026992615,0.026228673
"Indian River County, Florida",fl,142866,109224,13210,1703,16821,1908,0.7645206,0.092464267,0.011920261,0.1177397,0.013355172
"Jackson County, Florida",fl,48900,32095,13078,301,2301,1125,0.656339468,0.267443763,0.006155419,0.047055215,0.023006135
"Jefferson County, Florida",fl,14198,8223,5136,0,581,258,0.57916608,0.36174109,0,0.040921257,0.018171573
"Lafayette County, Florida",fl,8801,6111,1596,6,1058,30,0.694352914,0.181343029,0.000681741,0.120213612,0.003408704
"Lake County, Florida",fl,310561,224450,30316,5519,41936,8340,0.72272436,0.097616893,0.017771066,0.135033053,0.026854628
"Lee County, Florida",fl,663675,461425,57315,10579,127815,6541,0.695257468,0.086360041,0.015940031,0.192586733,0.009855728
"Leon County, Florida",fl,282940,163155,88071,9123,17151,5440,0.576641691,0.311270941,0.032243585,0.060617092,0.019226691
"Levy County, Florida",fl,39821,31902,3643,197,3180,899,0.801135079,0.091484393,0.004947138,0.079857362,0.022576028
"Liberty County, Florida",fl,8295,6098,1371,67,598,161,0.735141652,0.165280289,0.008077155,0.072091621,0.019409283
"Madison County, Florida",fl,18729,10202,7250,45,921,311,0.544716749,0.387100219,0.002402691,0.049175076,0.016605265
"Manatee County, Florida",fl,343729,248268,31903,6309,53393,3856,0.722278306,0.092814397,0.018354576,0.15533458,0.01121814
"Marion County, Florida",fl,336811,243982,43498,5059,39313,4959,0.724388455,0.129146613,0.015020293,0.116721247,0.014723391
"Martin County, Florida",fl,151586,120303,8482,1689,19491,1621,0.793628699,0.055955035,0.01114219,0.128580476,0.0106936
"Miami-Dade County, Florida",fl,2639042,398700,491978,41871,1731733,-25240,0.15107755,0.186422952,0.015865985,0.65619759,-0.009564077
"Monroe County, Florida",fl,75901,52390,4970,769,16725,1047,0.690241235,0.065480033,0.010131619,0.220352828,0.013794285
"Nassau County, Florida",fl,75880,66176,4876,670,2819,1339,0.872113864,0.064259357,0.008829731,0.037150764,0.017646284
"Okaloosa County, Florida",fl,192237,144488,17580,5637,15655,8877,0.751613893,0.091449617,0.029323179,0.081435936,0.046177375
"Okeechobee County, Florida",fl,39255,25090,3536,380,9799,450,0.639154248,0.090077697,0.009680296,0.249624252,0.011463508
"Orange County, Florida",fl,1229039,534859,255754,63813,352927,21686,0.435184726,0.208092664,0.051921054,0.287156876,0.01764468
"Osceola County, Florida",fl,300870,110172,34061,7891,147382,1364,0.366178084,0.113208362,0.026227274,0.48985276,0.004533519
"Palm Beach County, Florida",fl,1378806,794678,247805,34524,280872,20927,0.576352293,0.179724341,0.025039056,0.203706685,0.015177625
"Pasco County, Florida",fl,479288,372551,24301,11068,62794,8574,0.777300913,0.050702292,0.023092587,0.131015173,0.017889035
"Pinellas County, Florida",fl,931477,702808,96133,29531,81072,21933,0.754509236,0.10320491,0.031703413,0.087035965,0.023546475
