DemVotes,RepVotes,TotalVotes,DemVotesTotalPercent,RepVotesTotalPercent,Area,Office,State
3337,489,3859,86.4731796,12.6716766,JEFFERSON,President,Mississippi
3720,2466,6237,59.6440596,39.5382395,JEFFERSON DAVIS,President,Mississippi
7748,20076,28250,27.4265487,71.0654867,JONES,President,Mississippi
2827,1778,4639,60.9398577,38.3272257,KEMPER,President,Mississippi
7968,10872,19642,40.5661338,55.3507789,LAFAYETTE,President,Mississippi
5044,18493,24179,20.8610778,76.4837255,LAMAR,President,Mississippi
10910,17574,28967,37.6635482,60.6690372,LAUDERDALE,President,Mississippi
2181,4072,6329,34.4604203,64.3387581,LAWRENCE,President,Mississippi
3579,4775,8436,42.4253201,56.6026553,LEAKE,President,Mississippi
9635,21695,31974,30.1338588,67.8520048,LEE,President,Mississippi
6677,2757,9566,69.7992891,28.8208238,LEFLORE,President,Mississippi
4458,10550,15193,29.3424603,69.4398736,LINCOLN,President,Mississippi
11545,13124,25139,45.9246589,52.2057361,LOWNDES,President,Mississippi
18358,25607,45048,40.7520867,56.843811,MADISON,President,Mississippi
3572,7697,11443,31.2155903,67.2638294,MARION,President,Mississippi
7944,6525,14698,54.0481698,44.3937951,MARSHALL,President,Mississippi
5485,10107,15781,34.7569862,64.045371,MONROE,President,Mississippi
1775,2334,4162,42.6477655,56.0788083,MONTGOMERY,President,Mississippi
2668,7613,10438,25.5604522,72.9354282,NESHOBA,President,Mississippi
2549,5929,8594,29.6602281,68.989993,NEWTON,President,Mississippi
4330,1181,5538,78.1870711,21.3253882,NOXUBEE,President,Mississippi
7851,7671,16151,48.6099932,47.4955111,OKTIBBEHA,President,Mississippi
7300,7371,14854,49.1450114,49.6229972,PANOLA,President,Mississippi
2919,15530,18893,15.4501667,82.1997565,PEARL RIVER,President,Mississippi
1220,4135,5432,22.4594993,76.122975,PERRY,President,Mississippi
7636,7748,15633,48.8453912,49.5618243,PIKE,President,Mississippi
2123,9442,11811,17.9747693,79.9424266,PONTOTOC,President,Mississippi
2067,7647,9871,20.9401276,77.4693547,PRENTISS,President,Mississippi
2303,998,3353,68.6847599,29.7643901,QUITMAN,President,Mississippi
13741,46168,61356,22.3955277,75.2461047,RANKIN,President,Mississippi
3999,5742,9867,40.5290362,58.1939799,SCOTT,President,Mississippi
1290,619,1926,66.9781931,32.1391485,SHARKEY,President,Mississippi
3871,7393,11416,33.9085494,64.759986,SIMPSON,President,Mississippi
1598,5877,7556,21.148756,77.7792483,SMITH,President,Mississippi
1400,4810,6368,21.9849246,75.5339196,STONE,President,Mississippi
6560,2768,9406,69.7427174,29.4280247,SUNFLOWER,President,Mississippi
3337,2462,5870,56.8483816,41.9420784,TALLAHATCHIE,President,Mississippi
3804,7385,11389,33.4006497,64.8432698,TATE,President,Mississippi
1808,7182,9143,19.774691,78.5518976,TIPPAH,President,Mississippi
990,7117,8310,11.9133574,85.6438026,TISHOMINGO,President,Mississippi
2577,840,3463,74.4152469,24.2564251,TUNICA,President,Mississippi
1969,9161,11374,17.311412,80.5433445,UNION,President,Mississippi
2475,3374,5909,41.8852598,57.09934,WALTHALL,President,Mississippi
8518,9420,18287,46.5795374,51.5120031,WARREN,President,Mississippi
9847,4541,14571,67.5794386,31.1646421,WASHINGTON,President,Mississippi
3493,5957,9534,36.6372981,62.4816446,WAYNE,President,Mississippi
1001,3949,5024,19.9243631,78.602707,WEBSTER,President,Mississippi
2826,1305,4174,67.7048395,31.2649736,WILKINSON,President,Mississippi
3778,4874,8771,43.0737658,55.5694904,WINSTON,President,Mississippi
2574,3366,6058,42.4892704,55.562892,YALOBUSHA,President,Mississippi
5221,4568,9892,52.7800243,46.1787303,YAZOO,President,Mississippi
1115,3243,4676,23.8451668,69.3541488,BEAVERHEAD,President,Montana
2061,1833,4148,49.6865959,44.1899711,BIG HORN,President,Montana
1187,1259,2621,45.288058,48.0351011,BLAINE,President,Montana
566,2329,3097,18.2757507,75.2018082,BROADWATER,President,Montana
1824,3729,5923,30.7952051,62.9579605,CARBON,President,Montana
70,677,777,9.009009,87.1299871,CARTER,President,Montana
12053,19343,33791,35.669261,57.2430529,CASCADE,President,Montana
729,1676,2571,28.3547258,65.1886426,CHOUTEAU,President,Montana
1172,3638,5145,22.7793975,70.7094266,CUSTER,President,Montana
167,729,952,17.5420168,76.5756303,DANIELS,President,Montana
786,3298,4297,18.2918315,76.7512218,DAWSON,President,Montana
2018,1736,4099,49.2315199,42.3517931,DEER LODGE,President,Montana
154,1276,1474,10.4477612,86.5671642,FALLON,President,Montana
1196,4235,5782,20.6848841,73.2445521,FERGUS,President,Montana
13233,30079,46144,28.6776179,65.1850728,FLATHEAD,President,Montana
23879,23360,52169,45.7723936,44.7775499,GALLATIN,President,Montana
34,653,715,4.7552448,91.3286713,GARFIELD,President,Montana
3076,1598,4969,61.9038036,32.1593882,GLACIER,President,Montana
71,365,468,15.1709402,77.991453,GOLDEN VALLEY,President,Montana
469,1185,1762,26.6174801,67.2531215,GRANITE,President,Montana
2350,3446,6347,37.0253663,54.2933669,HILL,President,Montana
1975,4099,6535,30.2218822,62.723795,JEFFERSON,President,Montana
232,867,1189,19.5121951,72.9184188,JUDITH BASIN,President,Montana
4703,7453,12898,36.4630175,57.7841526,LAKE,President,Montana
14331,16665,33697,42.5290085,49.4554411,LEWIS AND CLARK,President,Montana
205,695,949,21.601686,73.2349842,LIBERTY,President,Montana
2040,6720,9250,22.0540541,72.6486486,LINCOLN,President,Montana
1175,3280,4708,24.9575191,69.6686491,MADISON,President,Montana
154,858,1056,14.5833333,81.25,MCCONE,President,Montana
191,728,970,19.6907216,75.0515464,MEAGHER,President,Montana
515,1322,1974,26.0891591,66.970618,MINERAL,President,Montana
30740,21699,57271,53.6746346,37.8882855,MISSOULA,President,Montana
331,1961,2404,13.7687188,81.5723794,MUSSELSHELL,President,Montana
3521,4872,9056,38.8803004,53.7985866,PARK,President,Montana
30,276,319,9.4043887,86.5203762,PETROLEUM,President,Montana
315,1715,2147,14.6716348,79.8789008,PHILLIPS,President,Montana
737,1786,2692,27.3774146,66.3447251,PONDERA,President,Montana
127,880,1047,12.1298949,84.0496657,POWDER RIVER,President,Montana
549,2017,2768,19.833815,72.8684971,POWELL,President,Montana
100,555,686,14.5772595,80.9037901,PRAIRIE,President,Montana
6166,14673,22063,27.947242,66.5050084,RAVALLI,President,Montana
669,3885,4812,13.9027431,80.7356608,RICHLAND,President,Montana
1504,1722,3486,43.1440046,49.3975904,ROOSEVELT,President,Montana
969,2211,3357,28.8650581,65.8623771,ROSEBUD,President,Montana
1211,4268,5871,20.6268097,72.6963039,SANDERS,President,Montana
476,1237,1825,26.0821918,67.7808219,SHERIDAN,President,Montana
8545,6252,16122,53.0021089,38.7793078,SILVER BOW,President,Montana
904,3630,4816,18.7707641,75.3737542,STILLWATER,President,Montana
398,1580,2077,19.1622532,76.0712566,SWEET GRASS,President,Montana
803,2152,3143,25.5488387,68.469615,TETON,President,Montana
399,1495,2018,19.7720515,74.0832507,TOOLE,President,Montana
59,350,441,13.3786848,79.3650794,TREASURE,President,Montana
886,2697,3860,22.9533679,69.8704663,VALLEY,President,Montana
179,698,932,19.2060086,74.8927039,WHEATLAND,President,Montana
55,460,533,10.3189493,86.30394,WIBAUX,President,Montana
21117,38675,64675,32.650947,59.798995,YELLOWSTONE,President,Montana
29268,38235,69264,42.2557173,55.2018365,ALAMANCE,President,North Carolina
3750,13826,18011,20.8206096,76.7641997,ALEXANDER,President,North Carolina
1300,3789,5214,24.932873,72.6697353,ALLEGHANY,President,North Carolina
5785,4480,10394,55.6571099,43.1017895,ANSON,President,North Carolina
3476,9353,13160,26.4133739,71.0714286,ASHE,President,North Carolina
1670,6226,8060,20.719603,77.2456576,AVERY,President,North Carolina
8699,14478,23599,36.8617314,61.3500572,BEAUFORT,President,North Carolina
5837,3476,9380,62.228145,37.0575693,BERTIE,President,North Carolina
7021,8511,15743,44.5975989,54.0621228,BLADEN,President,North Carolina
23117,42440,67255,34.3721656,63.103115,BRUNSWICK,President,North Carolina
74937,55339,134507,55.7123421,41.1420967,BUNCOMBE,President,North Carolina
10930,25741,37638,29.0398002,68.3909878,BURKE,President,North Carolina
35048,53224,91002,38.5134393,58.4866267,CABARRUS,President,North Carolina
8403,26499,35747,23.5068677,74.1292976,CALDWELL,President,North Carolina
1266,3527,4939,25.6327192,71.4112168,CAMDEN,President,North Carolina
9806,26228,36919,26.5608494,71.0420109,CARTERET,President,North Carolina
4549,5758,10515,43.2620067,54.7598669,CASWELL,President,North Carolina
21050,48062,71065,29.6207697,67.631042,CATAWBA,President,North Carolina
20953,17012,39080,53.6156602,43.531218,CHATHAM,President,North Carolina
2809,10711,13860,20.2669553,77.2799423,CHEROKEE,President,North Carolina
2965,3983,7108,41.7135622,56.035453,CHOWAN,President,North Carolina
1352,4395,5885,22.9736619,74.6813934,CLAY,President,North Carolina
14896,28394,44137,33.7494619,64.3315132,CLEVELAND,President,North Carolina
8991,14177,23472,38.3052147,60.3996251,COLUMBUS,President,North Carolina
17481,27556,46231,37.8122905,59.6050269,CRAVEN,President,North Carolina
70523,50593,124402,56.6896031,40.6689603,CUMBERLAND,President,North Carolina
2879,9070,12423,23.1747565,73.00974,CURRITUCK,President,North Carolina
7079,11283,19009,37.2402546,59.3560945,DARE,President,North Carolina
17328,52870,72013,24.0623221,73.4172997,DAVIDSON,President,North Carolina
5228,15502,21350,24.4871194,72.6088993,DAVIE,President,North Carolina
8196,12151,20601,39.7844765,58.9825737,DUPLIN,President,North Carolina
118783,27879,150543,78.9030377,18.5189614,DURHAM,President,North Carolina
16152,8219,24653,65.5173813,33.3387417,EDGECOMBE,President,North Carolina
92488,74793,172509,53.6134347,43.3559988,FORSYTH,President,North Carolina
12811,16320,29902,42.8432881,54.5782891,FRANKLIN,President,North Carolina
30982,61467,94872,32.6566321,64.7894005,GASTON,President,North Carolina
2371,2851,5328,44.5007508,53.5097598,GATES,President,North Carolina
761,3260,4094,18.5881778,79.628725,GRAHAM,President,North Carolina
12827,13500,26920,47.6485884,50.1485884,GRANVILLE,President,North Carolina
3570,4358,8013,44.552602,54.3866217,GREENE,President,North Carolina
147949,97461,252087,58.6896587,38.6616525,GUILFORD,President,North Carolina
15642,8954,24881,62.8672481,35.9872995,HALIFAX,President,North Carolina
16452,27278,44955,36.5965966,60.6784562,HARNETT,President,North Carolina
10414,18844,30156,34.5337578,62.4883937,HAYWOOD,President,North Carolina
19664,35535,56810,34.6136244,62.5506073,HENDERSON,President,North Carolina
6886,3081,10100,68.1782178,30.5049505,HERTFORD,President,North Carolina
9608,7676,17847,53.8353785,43.0100297,HOKE,President,North Carolina
956,1275,2273,42.0589529,56.0932688,HYDE,President,North Carolina
24441,54164,80727,30.2761158,67.0952717,IREDELL,President,North Carolina
7564,9706,18004,42.012886,53.9102422,JACKSON,President,North Carolina
28153,54082,84553,33.2962757,63.9622485,JOHNSTON,President,North Carolina
2041,2941,5039,40.5040683,58.3647549,JONES,President,North Carolina
10380,13625,24676,42.0651645,55.2155941,LEE,President,North Carolina
11752,13354,25500,46.0862745,52.3686275,LENOIR,President,North Carolina
9836,28653,39449,24.9334584,72.6330198,LINCOLN,President,North Carolina
4841,12035,17336,27.9245501,69.422012,MACON,President,North Carolina
3899,6735,10966,35.5553529,61.4171074,MADISON,President,North Carolina
5814,5874,11852,49.0550118,49.5612555,MARTIN,President,North Carolina
4645,14517,19557,23.7510866,74.2291763,MCDOWELL,President,North Carolina
292258,154303,461834,63.2820451,33.4109225,MECKLENBURG,President,North Carolina
1585,6225,7948,19.9421238,78.3215903,MITCHELL,President,North Carolina
4108,7070,11449,35.880863,61.7521181,MONTGOMERY,President,North Carolina
16148,30273,47746,33.8206342,63.4042642,MOORE,President,North Carolina
23024,23142,46903,49.0885444,49.3401275,NASH,President,North Carolina
50219,54665,108737,46.1839116,50.2726763,NEW HANOVER,President,North Carolina
6113,3556,9761,62.62678,36.4306936,NORTHAMPTON,President,North Carolina
17156,36342,55364,30.9876454,65.6419334,ONSLOW,President,North Carolina
59105,18373,79830,74.038582,23.0151572,ORANGE,President,North Carolina
2427,4225,6772,35.8387478,62.3892499,PAMLICO,President,North Carolina
8455,8082,16964,49.8408394,47.6420656,PASQUOTANK,President,North Carolina
9086,17317,27072,33.5623522,63.9664598,PENDER,President,North Carolina
2291,4143,6595,34.7384382,62.8203184,PERQUIMANS,President,North Carolina
7772,11116,19303,40.2631715,57.5869036,PERSON,President,North Carolina
40967,35191,78264,52.3446284,44.9644792,PITT,President,North Carolina
3715,6738,10723,34.6451553,62.8368927,POLK,President,North Carolina
13074,49156,63615,20.5517567,77.2710839,RANDOLPH,President,North Carolina
8290,10199,18813,44.065274,54.2125126,RICHMOND,President,North Carolina
18377,20294,39454,46.5782937,51.4371166,ROBESON,President,North Carolina
14057,26463,41374,33.9754435,63.9604583,ROCKINGHAM,President,North Carolina
19208,42388,63078,30.4511874,67.1993405,ROWAN,President,North Carolina
7451,21694,29764,25.0335976,72.8867088,RUTHERFORD,President,North Carolina
10486,14761,25638,40.9002262,57.5746938,SAMPSON,President,North Carolina
7279,6212,13743,52.9651459,45.2011933,SCOTLAND,President,North Carolina
7008,21788,29451,23.7954569,73.98051,STANLY,President,North Carolina
4645,16976,22182,20.9404021,76.5305202,STOKES,President,North Carolina
7438,23495,31663,23.4911411,74.2033288,SURRY,President,North Carolina
2186,3557,5982,36.5429622,59.4617185,SWAIN,President,North Carolina
6520,10441,17440,37.3853211,59.8681193,TRANSYLVANIA,President,North Carolina
705,968,1700,41.4705882,56.9411765,TYRRELL,President,North Carolina
34051,66265,103596,32.8690297,63.9648249,UNION,President,North Carolina
12168,7304,19762,61.5727153,36.9598219,VANCE,President,North Carolina
298353,193607,510940,58.392962,37.8923161,WAKE,President,North Carolina
6668,3302,10123,65.8698014,32.6187889,WARREN,President,North Carolina
3490,2560,6115,57.0727719,41.8642682,WASHINGTON,President,North Carolina
13953,13521,28769,48.5001217,46.9985053,WATAUGA,President,North Carolina
21520,27360,49824,43.192036,54.9132948,WAYNE,President,North Carolina
6596,23613,30844,21.3850344,76.5562184,WILKES,President,North Carolina
19527,17410,37593,51.9431809,46.3118134,WILSON,President,North Carolina
3140,13815,17350,18.0979827,79.6253602,YADKIN,President,North Carolina
3181,6367,9808,32.432708,64.9163948,YANCEY,President,North Carolina
216,904,1206,17.9104478,74.9585406,ADAMS,President,North Dakota
1597,3156,5253,30.4016752,60.0799543,BARNES,President,North Dakota
842,927,1940,43.4020619,47.7835052,BENSON,President,North Dakota
58,492,592,9.7972973,83.1081081,BILLINGS,President,North Dakota
734,2482,3437,21.3558336,72.2141402,BOTTINEAU,President,North Dakota
227,1445,1769,12.8321085,81.6845676,BOWMAN,President,North Dakota
118,879,1031,11.4451988,85.257032,BURKE,President,North Dakota
10865,32499,46874,23.1791612,69.3326791,BURLEIGH,President,North Dakota
31291,39738,78807,39.7058637,50.4244547,CASS,President,North Dakota
476,1356,1969,24.174708,68.8674454,CAVALIER,President,North Dakota
551,1656,2372,23.2293423,69.8145025,DICKEY,President,North Dakota
243,860,1187,20.4717776,72.4515586,DIVIDE,President,North Dakota
356,1753,2199,16.1891769,79.7180537,DUNN,President,North Dakota
354,790,1219,29.0401969,64.807219,EDDY,President,North Dakota
215,1672,1959,10.9749872,85.3496682,EMMONS,President,North Dakota
346,1237,1699,20.3649205,72.8075338,FOSTER,President,North Dakota
99,793,942,10.5095541,84.1825902,GOLDEN VALLEY,President,North Dakota
10828,16325,29711,36.4444145,54.9459796,GRAND FORKS,President,North Dakota
187,1098,1361,13.7398971,80.6759735,GRANT,President,North Dakota
298,847,1247,23.8973536,67.9230152,GRIGGS,President,North Dakota
168,1032,1261,13.3227597,81.8398097,HETTINGER,President,North Dakota
179,1106,1358,13.1811487,81.443299,KIDDER,President,North Dakota
500,1475,2115,23.6406619,69.7399527,LAMOURE,President,North Dakota
112,867,1030,10.8737864,84.1747573,LOGAN,President,North Dakota
474,1991,2687,17.6404913,74.0975065,MCHENRY,President,North Dakota
233,1095,1423,16.373858,76.9501054,MCINTOSH,President,North Dakota
696,3661,4594,15.1501959,79.6909012,MCKENZIE,President,North Dakota
1070,3827,5206,20.5532078,73.5113331,MCLEAN,President,North Dakota
616,3715,4564,13.4969325,81.3978966,MERCER,President,North Dakota
3077,11319,15547,19.7915997,72.8050428,MORTON,President,North Dakota
1211,2551,4009,30.2070342,63.6318284,MOUNTRAIL,President,North Dakota
536,1025,1694,31.6410862,60.5076741,NELSON,President,North Dakota
119,827,1002,11.8762475,82.5349301,OLIVER,President,North Dakota
681,2204,3093,22.0174588,71.2576786,PEMBINA,President,North Dakota
431,1433,2020,21.3366337,70.9405941,PIERCE,President,North Dakota
1505,3216,5218,28.8424684,61.6328095,RAMSEY,President,North Dakota
836,1209,2317,36.0811394,52.1795425,RANSOM,President,North Dakota
200,978,1255,15.936255,77.9282869,RENVILLE,President,North Dakota
2064,4759,7460,27.6675603,63.7935657,RICHLAND,President,North Dakota
2097,1210,3662,57.2637903,33.0420535,ROLETTE,President,North Dakota
693,1088,1978,35.0353893,55.0050556,SARGENT,President,North Dakota
94,644,774,12.1447028,83.2041344,SHERIDAN,President,North Dakota
758,256,1177,64.4010195,21.7502124,SIOUX,President,North Dakota
42,361,427,9.8360656,84.5433255,SLOPE,President,North Dakota
1745,9718,12115,14.4036319,80.21461,STARK,President,North Dakota
361,537,984,36.6869919,54.5731707,STEELE,President,North Dakota
2484,6706,9938,24.9949688,67.4783659,STUTSMAN,President,North Dakota
305,733,1137,26.824978,64.467898,TOWNER,President,North Dakota
1239,2263,3864,32.0652174,58.5662526,TRAILL,President,North Dakota
1166,2991,4543,25.6658596,65.8375523,WALSH,President,North Dakota
5792,18601,26861,21.5628607,69.2490972,WARD,President,North Dakota
419,1793,2352,17.8146259,76.2329932,WELLS,President,North Dakota
1722,10033,12529,13.7441137,80.0782185,WILLIAMS,President,North Dakota
3272,9205,13172,24.8405709,69.8830853,ADAMS,President,Nebraska
381,2717,3220,11.8322981,84.378882,ANTELOPE,President,Nebraska
16,237,263,6.0836502,90.1140684,ARTHUR,President,Nebraska
18,355,390,4.6153846,91.025641,BANNER,President,Nebraska
30,273,313,9.5846645,87.2204473,BLAINE,President,Nebraska
414,2299,2867,14.4401814,80.1883502,BOONE,President,Nebraska
953,3550,4761,20.0168032,74.5641672,BOX BUTTE,President,Nebraska
128,978,1142,11.2084063,85.6392294,BOYD,President,Nebraska
153,1380,1579,9.689677,87.3970868,BROWN,President,Nebraska
4690,14424,20477,22.9037457,70.4400059,BUFFALO,President,Nebraska
928,2360,3523,26.3411865,66.9883622,BURT,President,Nebraska
690,3068,3914,17.629024,78.3852836,BUTLER,President,Nebraska
3461,8388,12609,27.4486478,66.5239115,CASS,President,Nebraska
572,3533,4360,13.1192661,81.0321101,CEDAR,President,Nebraska
171,1621,1851,9.2382496,87.5742842,CHASE,President,Nebraska
317,2623,3082,10.2855289,85.1070733,CHERRY,President,Nebraska
702,3610,4569,15.3644123,79.0107244,CHEYENNE,President,Nebraska
470,2373,2973,15.8089472,79.8183653,CLAY,President,Nebraska
857,2171,3172,27.0176545,68.442623,COLFAX,President,Nebraska
712,3095,3988,17.8535607,77.6078235,CUMING,President,Nebraska
635,4616,5489,11.5685917,84.0954637,CUSTER,President,Nebraska
2904,4028,7259,40.0055104,55.4897369,DAKOTA,President,Nebraska
785,2559,3578,21.9396311,71.5204025,DAWES,President,Nebraska
2116,5935,8486,24.9351874,69.9387226,DAWSON,President,Nebraska
120,809,977,12.2824974,82.8045036,DEUEL,President,Nebraska
556,2041,2744,20.2623907,74.3804665,DIXON,President,Nebraska
4451,9736,14959,29.7546627,65.0845645,DODGE,President,Nebraska
105207,102151,219531,47.9235279,46.5314694,DOUGLAS,President,Nebraska
89,823,949,9.3782929,86.7228662,DUNDY,President,Nebraska
610,2100,2879,21.1879125,72.9419937,FILLMORE,President,Nebraska
250,1345,1656,15.0966184,81.2198068,FRANKLIN,President,Nebraska
161,1106,1310,12.2900763,84.4274809,FRONTIER,President,Nebraska
304,1915,2315,13.1317495,82.7213823,FURNAS,President,Nebraska
2930,6333,9854,29.7341181,64.2683174,GAGE,President,Nebraska
153,869,1063,14.3932267,81.7497648,GARDEN,President,Nebraska
121,819,968,12.5,84.607438,GARFIELD,President,Nebraska
165,792,1000,16.5,79.2,GOSPER,President,Nebraska
20,367,394,5.0761421,93.1472081,GRANT,President,Nebraska
210,911,1165,18.0257511,78.1974249,GREELEY,President,Nebraska
6142,14139,21331,28.7937743,66.2838123,HALL,President,Nebraska
873,3763,4902,17.8090575,76.7645859,HAMILTON,President,Nebraska
219,1302,1582,13.8432364,82.300885,HARLAN,President,Nebraska
30,471,510,5.8823529,92.3529412,HAYES,President,Nebraska
158,1216,1440,10.9722222,84.4444444,HITCHCOCK,President,Nebraska
522,4275,4979,10.4840329,85.8606146,HOLT,President,Nebraska
40,355,414,9.6618357,85.7487923,HOOKER,President,Nebraska
544,2284,2958,18.3908046,77.214334,HOWARD,President,Nebraska
831,2387,3430,24.2274052,69.5918367,JEFFERSON,President,Nebraska
560,1348,2051,27.3037543,65.7240371,JOHNSON,President,Nebraska
550,2519,3242,16.9648365,77.6989513,KEARNEY,President,Nebraska
560,3203,3945,14.1951838,81.1913815,KEITH,President,Nebraska
39,458,514,7.5875486,89.1050584,KEYA PAHA,President,Nebraska
227,1317,1636,13.8753056,80.5012225,KIMBALL,President,Nebraska
715,3181,4061,17.6065009,78.3304605,KNOX,President,Nebraska
60533,60456,129803,46.6345154,46.5751947,LANCASTER,President,Nebraska
2878,11992,15674,18.361618,76.5088682,LINCOLN,President,Nebraska
32,400,451,7.0953437,88.691796,LOGAN,President,Nebraska
48,323,382,12.565445,84.5549738,LOUP,President,Nebraska
2663,10518,13956,19.0813987,75.3654342,MADISON,President,Nebraska
14,257,286,4.8951049,89.8601399,MCPHERSON,President,Nebraska
601,2914,3707,16.2125708,78.6080388,MERRICK,President,Nebraska
282,1788,2166,13.0193906,82.5484765,MORRILL,President,Nebraska
280,1257,1599,17.5109443,78.6116323,NANCE,President,Nebraska
765,2068,3035,25.2059308,68.1383855,NEMAHA,President,Nebraska
348,1709,2153,16.1634928,79.3776126,NUCKOLLS,President,Nebraska
2017,4833,7279,27.7098503,66.396483,OTOE,President,Nebraska
279,970,1314,21.2328767,73.8203957,PAWNEE,President,Nebraska
160,1202,1418,11.2834979,84.7672779,PERKINS,President,Nebraska
571,3832,4609,12.3888045,83.1416793,PHELPS,President,Nebraska
382,3052,3580,10.6703911,85.2513966,PIERCE,President,Nebraska
2612,10864,14047,18.5947177,77.3403574,PLATTE,President,Nebraska
411,2019,2538,16.1938534,79.5508274,POLK,President,Nebraska
638,4212,5061,12.6062043,83.2246592,RED WILLOW,President,Nebraska
798,2684,3666,21.7675941,73.2133115,RICHARDSON,President,Nebraska
70,687,793,8.8272383,86.6330391,ROCK,President,Nebraska
1630,2849,4795,33.9937435,59.4160584,SALINE,President,Nebraska
27704,44649,77781,35.617953,57.403479,SARPY,President,Nebraska
2509,7486,10598,23.6742782,70.6359691,SAUNDERS,President,Nebraska
3151,9952,13895,22.677222,71.6228859,SCOTTS BLUFF,President,Nebraska
1881,5451,7754,24.2584473,70.2992004,SEWARD,President,Nebraska
286,2192,2565,11.1500975,85.4580897,SHERIDAN,President,Nebraska
338,1143,1553,21.7643271,73.5994849,SHERMAN,President,Nebraska
77,602,709,10.8603667,84.9083216,SIOUX,President,Nebraska
417,2173,2748,15.1746725,79.0756914,STANTON,President,Nebraska
490,1993,2613,18.7523919,76.2724837,THAYER,President,Nebraska
30,344,387,7.751938,88.8888889,THOMAS,President,Nebraska
911,1013,2029,44.898965,49.926072,THURSTON,President,Nebraska
337,1770,2172,15.5156538,81.4917127,VALLEY,President,Nebraska
2606,7374,10584,24.6220711,69.6712018,WASHINGTON,President,Nebraska
828,2675,3740,22.1390374,71.5240642,WAYNE,President,Nebraska
306,1320,1687,18.1387078,78.245406,WEBSTER,President,Nebraska
62,377,459,13.5076253,82.1350763,WHEELER,President,Nebraska
1181,4686,6256,18.8778772,74.9040921,YORK,President,Nebraska
13517,19315,34462,39.2229122,56.0472404,BELKNAP,President,New Hampshire
12987,14635,29063,44.6856828,50.3561229,CARROLL,President,New Hampshire
22064,16876,41080,53.7098345,41.0808179,CHESHIRE,President,New Hampshire
6558,7951,15255,42.9891839,52.1206162,COOS,President,New Hampshire
28510,19010,50065,56.9459702,37.9706382,GRAFTON,President,New Hampshire
99589,100013,210622,47.2832847,47.4845933,HILLSBOROUGH,President,New Hampshire
40198,37674,81982,49.0327145,45.9539899,MERRIMACK,President,New Hampshire
79994,90447,179005,44.6881372,50.5276389,ROCKINGHAM,President,New Hampshire
34894,29072,67918,51.3766601,42.8045584,STRAFFORD,President,New Hampshire
10210,10796,22101,46.1970047,48.8484684,SULLIVAN,President,New Hampshire
54472,47882,105738,51.5160113,45.2836256,ATLANTIC,President,New Jersey
209251,163220,383965,54.4974151,42.5090829,BERGEN,President,New Jersey
108361,79539,194988,55.5731635,40.791741,BURLINGTON,President,New Jersey
142375,71020,220437,64.5876146,32.2178219,CAMDEN,President,New Jersey
18626,28237,48375,38.5033592,58.3710594,CAPE MAY,President,New Jersey
27045,24213,53018,51.0109774,45.6693953,CUMBERLAND,President,New Jersey
231031,62059,299808,77.0596515,20.6995811,ESSEX,President,New Jersey
66355,66949,138388,47.9485215,48.3777495,GLOUCESTER,President,New Jersey
149980,45615,201425,74.4594762,22.6461462,HUDSON,President,New Jersey
28797,38565,70582,40.7993539,54.6385764,HUNTERDON,President,New Jersey
93721,42604,141332,66.3126539,30.144624,MERCER,President,New Jersey
164887,108981,282668,58.3323899,38.5544172,MIDDLESEX,President,New Jersey
135825,165305,311474,43.6071711,53.0718455,MONMOUTH,President,New Jersey
114437,125376,248848,45.9867067,50.3825628,MORRIS,President,New Jersey
81845,170103,259592,31.5283214,65.5270578,OCEAN,President,New Jersey
112608,71488,189099,59.5497596,37.8045362,PASSAIC,President,New Jersey
11766,16256,29220,40.2669405,55.633128,SALEM,President,New Jersey
83839,64640,154249,54.3530266,41.9062684,SOMERSET,President,New Jersey
24132,46486,73860,32.6726239,62.9379908,SUSSEX,President,New Jersey
145412,67582,219385,66.281651,30.8052055,UNION,President,New Jersey
16991,29393,48442,35.074935,60.6766855,WARREN,President,New Jersey
141960,93874,269861,52.6048595,34.7860565,BERNALILLO,President,New Mexico
426,1453,2024,21.0474308,71.7885375,CATRON,President,New Mexico
5530,12869,20159,27.4319163,63.8374919,CHAVES,President,New Mexico
3721,3179,7975,46.6583072,39.862069,CIBOLA,President,New Mexico
2118,2569,5271,40.1821286,48.7383798,COLFAX,President,New Mexico
2776,7560,11292,24.5837761,66.9500531,CURRY,President,New Mexico
192,617,903,21.2624585,68.3277962,DE BACA,President,New Mexico
37543,25095,69324,54.1558479,36.1995846,DONA ANA,President,New Mexico
5008,13124,19523,25.6517953,67.2232751,EDDY,President,New Mexico
6226,5251,12633,49.2836223,41.5657405,GRANT,President,New Mexico
962,591,1809,53.1785517,32.6699834,GUADALUPE,President,New Mexico
156,311,527,29.601518,59.0132827,HARDING,President,New Mexico
780,906,1836,42.4836601,49.3464052,HIDALGO,President,New Mexico
3877,12306,17369,22.3213772,70.8503656,LEA,President,New Mexico
2329,5889,8856,26.2985547,66.49729,LINCOLN,President,New Mexico
5443,3329,10430,52.1860019,31.9175455,LOS ALAMOS,President,New Mexico
3195,3478,7245,44.0993789,48.005521,LUNA,President,New Mexico
13162,4893,20791,63.3062383,23.5342215,MCKINLEY,President,New Mexico
1533,662,2429,63.1123919,27.254014,MORA,President,New Mexico
6033,11756,19636,30.7241801,59.8696272,OTERO,President,New Mexico
